Transaction ID,Student ID,Book Title,Course and Year,Date Borrowed
20230618-001,2023-00203-LQ-0,Retail Management in the Philippines,BSMM-2,18/06/2023
20230618-001,2023-00203-LQ-0,E-Commerce and Digital Marketing,BSMM-2,18/06/2023
20230118-002,2021-00368-LQ-0,Consumer Behavior in the Philippine Market,BSMM-4,18/01/2023
20230118-002,2021-00368-LQ-0,Marketing Principles and Strategies,BSMM-4,18/01/2023
20230809-002,2021-00460-LQ-0,Consumer Behavior in the Philippine Market,BSMM-4,9/8/2023
20230809-002,2021-00460-LQ-0,Sales Management and Techniques,BSMM-4,9/8/2023
20230809-002,2021-00460-LQ-0,Strategic Marketing Planning,BSMM-4,9/8/2023
20230809-002,2021-00460-LQ-0,Brand Management Essentials,BSMM-4,9/8/2023
20230809-002,2021-00460-LQ-0,Marketing Principles and Strategies,BSMM-4,9/8/2023
20231103-002,2023-00482-LQ-1,Sales Management and Techniques,BSMM-2,3/11/2023
20231103-002,2023-00482-LQ-1,Global Marketing Perspectives,BSMM-2,3/11/2023
20231103-002,2023-00482-LQ-1,Consumer Behavior in the Philippine Market,BSMM-2,3/11/2023
20231103-002,2023-00482-LQ-1,Market Research and Analysis,BSMM-2,3/11/2023
20231103-002,2023-00482-LQ-1,Brand Management Essentials,BSMM-2,3/11/2023
20230902-001,2021-00339-LQ-0,Integrated Marketing Communications,BSMM-4,2/9/2023
20230902-001,2021-00339-LQ-0,Retail Management in the Philippines,BSMM-4,2/9/2023
20230902-001,2021-00339-LQ-0,Brand Management Essentials,BSMM-4,2/9/2023
20230902-001,2021-00339-LQ-0,Strategic Marketing Planning,BSMM-4,2/9/2023
20230902-001,2021-00339-LQ-0,E-Commerce and Digital Marketing,BSMM-4,2/9/2023
20230902-001,2021-00339-LQ-0,Marketing Principles and Strategies,BSMM-4,2/9/2023
20230727-002,2021-00132-LQ-0,Marketing Principles and Strategies,BSMM-4,27/07/2023
20230727-002,2021-00132-LQ-0,Sales Management and Techniques,BSMM-4,27/07/2023
20240714-001,2024-00118-LQ-0,Retail Management in the Philippines,BSMM-1,14/07/2024
20240714-001,2024-00118-LQ-0,Global Marketing Perspectives,BSMM-1,14/07/2024
20240117-001,2021-00208-LQ-0,Brand Management Essentials,BSMM-4,17/01/2024
20240117-001,2021-00208-LQ-0,Global Marketing Perspectives,BSMM-4,17/01/2024
20240117-001,2021-00208-LQ-0,Marketing Principles and Strategies,BSMM-4,17/01/2024
20240526-001,2023-00354-LQ-0,Brand Management Essentials,BSMM-2,26/05/2024
20240526-001,2023-00354-LQ-0,Retail Management in the Philippines,BSMM-2,26/05/2024
20240526-001,2023-00354-LQ-0,E-Commerce and Digital Marketing,BSMM-2,26/05/2024
20240526-001,2023-00354-LQ-0,Global Marketing Perspectives,BSMM-2,26/05/2024
20241203-003,2022-00296-LQ-0,Retail Management in the Philippines,BSMM-3,3/12/2024
20241203-003,2022-00296-LQ-0,Market Research and Analysis,BSMM-3,3/12/2024
20241203-003,2022-00296-LQ-0,Strategic Marketing Planning,BSMM-3,3/12/2024
20241203-003,2022-00296-LQ-0,E-Commerce and Digital Marketing,BSMM-3,3/12/2024
20230701-001,2022-00392-LQ-0,Community Nutrition in the Philippines,BSND-3,1/7/2023
20230701-001,2022-00392-LQ-0,Food Science and Meal Management,BSND-3,1/7/2023
20230701-001,2022-00392-LQ-0,Clinical Dietetics and Nutrition,BSND-3,1/7/2023
20230701-001,2022-00392-LQ-0,Food Microbiology and Safety,BSND-3,1/7/2023
20230701-001,2022-00392-LQ-0,Nutrition Assessment Techniques,BSND-3,1/7/2023
20230701-001,2022-00392-LQ-0,Philippine Dietary Guidelines,BSND-3,1/7/2023
20240418-001,2021-00260-LQ-0,Food Science and Meal Management,BSND-4,18/04/2024
20240418-001,2021-00260-LQ-0,Medical Nutrition Therapy,BSND-4,18/04/2024
20240418-001,2021-00260-LQ-0,Nutrition Assessment Techniques,BSND-4,18/04/2024
20240418-001,2021-00260-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,18/04/2024
20240418-001,2021-00260-LQ-0,Philippine Dietary Guidelines,BSND-4,18/04/2024
20240401-001,2021-00230-LQ-0,Human Biochemistry for Nutritionists,BSND-4,1/4/2024
20240401-001,2021-00230-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,1/4/2024
20240401-001,2021-00230-LQ-0,Functional Foods and Health,BSND-4,1/4/2024
20240401-001,2021-00230-LQ-0,Clinical Dietetics and Nutrition,BSND-4,1/4/2024
20240401-001,2021-00230-LQ-0,Food Science and Meal Management,BSND-4,1/4/2024
20240401-001,2021-00230-LQ-0,Philippine Dietary Guidelines,BSND-4,1/4/2024
20230504-001,2024-00389-LQ-1,Community Nutrition in the Philippines,BSND-1,4/5/2023
20230504-001,2024-00389-LQ-1,Functional Foods and Health,BSND-1,4/5/2023
20230504-001,2024-00389-LQ-1,Food Science and Meal Management,BSND-1,4/5/2023
20230504-001,2024-00389-LQ-1,Nutrition Assessment Techniques,BSND-1,4/5/2023
20230504-001,2024-00389-LQ-1,Medical Nutrition Therapy,BSND-1,4/5/2023
20231026-001,2024-00209-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,26/10/2023
20231026-001,2024-00209-LQ-0,Human Biochemistry for Nutritionists,BSND-1,26/10/2023
20240105-001,2023-00217-LQ-0,Human Biochemistry for Nutritionists,BSND-2,5/1/2024
20240105-001,2023-00217-LQ-0,Community Nutrition in the Philippines,BSND-2,5/1/2024
20240105-001,2023-00217-LQ-0,Clinical Dietetics and Nutrition,BSND-2,5/1/2024
20240105-001,2023-00217-LQ-0,Philippine Dietary Guidelines,BSND-2,5/1/2024
20240825-001,2021-00187-LQ-0,Human Biochemistry for Nutritionists,BSND-4,25/08/2024
20240825-001,2021-00187-LQ-0,Food Microbiology and Safety,BSND-4,25/08/2024
20240825-001,2021-00187-LQ-0,Functional Foods and Health,BSND-4,25/08/2024
20240825-001,2021-00187-LQ-0,Clinical Dietetics and Nutrition,BSND-4,25/08/2024
20230717-002,2023-00477-LQ-1,Philippine Dietary Guidelines,BSND-2,17/07/2023
20230717-002,2023-00477-LQ-1,Nutrition Assessment Techniques,BSND-2,17/07/2023
20230717-002,2023-00477-LQ-1,Medical Nutrition Therapy,BSND-2,17/07/2023
20230717-002,2023-00477-LQ-1,Human Biochemistry for Nutritionists,BSND-2,17/07/2023
20230717-002,2023-00477-LQ-1,Food Science and Meal Management,BSND-2,17/07/2023
20240916-001,2024-00329-LQ-0,Clinical Dietetics and Nutrition,BSND-1,16/09/2024
20240916-001,2024-00329-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,16/09/2024
20240916-001,2024-00329-LQ-0,Food Science and Meal Management,BSND-1,16/09/2024
20240916-001,2024-00329-LQ-0,Human Biochemistry for Nutritionists,BSND-1,16/09/2024
20240916-001,2024-00329-LQ-0,Nutrition Assessment Techniques,BSND-1,16/09/2024
20240916-001,2024-00329-LQ-0,Functional Foods and Health,BSND-1,16/09/2024
20230521-001,2023-00240-LQ-1,Nutrition and Diet Therapy for Filipinos,BSND-2,21/05/2023
20230521-001,2023-00240-LQ-1,Food Microbiology and Safety,BSND-2,21/05/2023
20230521-001,2023-00240-LQ-1,Human Biochemistry for Nutritionists,BSND-2,21/05/2023
20230521-001,2023-00240-LQ-1,Medical Nutrition Therapy,BSND-2,21/05/2023
20230521-001,2023-00240-LQ-1,Philippine Dietary Guidelines,BSND-2,21/05/2023
20240903-001,2023-00227-LQ-0,Nutrition Assessment Techniques,BSND-2,3/9/2024
20240903-001,2023-00227-LQ-0,Community Nutrition in the Philippines,BSND-2,3/9/2024
20240903-001,2023-00227-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-2,3/9/2024
20230316-001,2022-00467-LQ-0,Medical Nutrition Therapy,BSND-3,16/03/2023
20230316-001,2022-00467-LQ-0,Clinical Dietetics and Nutrition,BSND-3,16/03/2023
20230316-001,2022-00467-LQ-0,Human Biochemistry for Nutritionists,BSND-3,16/03/2023
20231204-001,2021-00273-LQ-0,Food Science and Meal Management,BSND-4,4/12/2023
20231204-001,2021-00273-LQ-0,Medical Nutrition Therapy,BSND-4,4/12/2023
20231204-001,2021-00273-LQ-0,Philippine Dietary Guidelines,BSND-4,4/12/2023
20231204-001,2021-00273-LQ-0,Functional Foods and Health,BSND-4,4/12/2023
20231204-001,2021-00273-LQ-0,Community Nutrition in the Philippines,BSND-4,4/12/2023
20231204-001,2021-00273-LQ-0,Nutrition Assessment Techniques,BSND-4,4/12/2023
20240715-002,2021-00310-LQ-0,Clinical Dietetics and Nutrition,BSND-4,15/07/2024
20240715-002,2021-00310-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,15/07/2024
20240715-002,2021-00310-LQ-0,Functional Foods and Health,BSND-4,15/07/2024
20240414-001,2024-00303-LQ-0,Clinical Dietetics and Nutrition,BSND-1,14/04/2024
20240414-001,2024-00303-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,14/04/2024
20240414-001,2024-00303-LQ-0,Food Science and Meal Management,BSND-1,14/04/2024
20230228-001,2021-00366-LQ-0,Medical Nutrition Therapy,BSND-4,28/02/2023
20230228-001,2021-00366-LQ-0,Food Microbiology and Safety,BSND-4,28/02/2023
20230522-001,2024-00142-LQ-0,Philippine Dietary Guidelines,BSND-1,22/05/2023
20230522-001,2024-00142-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,22/05/2023
20231202-001,2024-00414-LQ-0,Food Microbiology and Safety,BSND-1,2/12/2023
20231202-001,2024-00414-LQ-0,Functional Foods and Health,BSND-1,2/12/2023
20231202-001,2024-00414-LQ-0,Food Science and Meal Management,BSND-1,2/12/2023
20231202-001,2024-00414-LQ-0,Nutrition Assessment Techniques,BSND-1,2/12/2023
20241110-001,2023-00156-LQ-1,Clinical Dietetics and Nutrition,BSND-2,10/11/2024
20241110-001,2023-00156-LQ-1,Food Science and Meal Management,BSND-2,10/11/2024
20241110-001,2023-00156-LQ-1,Food Microbiology and Safety,BSND-2,10/11/2024
20241110-001,2023-00156-LQ-1,Nutrition and Diet Therapy for Filipinos,BSND-2,10/11/2024
20230728-001,2022-00436-LQ-0,Nutrition Assessment Techniques,BSND-3,28/07/2023
20230728-001,2022-00436-LQ-0,Food Science and Meal Management,BSND-3,28/07/2023
20230728-001,2022-00436-LQ-0,Philippine Dietary Guidelines,BSND-3,28/07/2023
20230728-001,2022-00436-LQ-0,Functional Foods and Health,BSND-3,28/07/2023
20230728-001,2022-00436-LQ-0,Human Biochemistry for Nutritionists,BSND-3,28/07/2023
20241228-001,2022-00154-LQ-0,Food Science and Meal Management,BSND-3,28/12/2024
20241228-001,2022-00154-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-3,28/12/2024
20240507-001,2021-00239-LQ-0,Medical Nutrition Therapy,BSND-4,7/5/2024
20240507-001,2021-00239-LQ-0,Clinical Dietetics and Nutrition,BSND-4,7/5/2024
20241231-001,2023-00207-LQ-1,Clinical Dietetics and Nutrition,BSND-2,31/12/2024
20241231-001,2023-00207-LQ-1,Nutrition Assessment Techniques,BSND-2,31/12/2024
20241231-001,2023-00207-LQ-1,Human Biochemistry for Nutritionists,BSND-2,31/12/2024
20241231-001,2023-00207-LQ-1,Medical Nutrition Therapy,BSND-2,31/12/2024
20241231-001,2023-00207-LQ-1,Food Microbiology and Safety,BSND-2,31/12/2024
20241231-001,2023-00207-LQ-1,Philippine Dietary Guidelines,BSND-2,31/12/2024
20240909-001,2021-00144-LQ-0,Community Nutrition in the Philippines,BSND-4,9/9/2024
20240909-001,2021-00144-LQ-0,Human Biochemistry for Nutritionists,BSND-4,9/9/2024
20240909-001,2021-00144-LQ-0,Functional Foods and Health,BSND-4,9/9/2024
20240909-001,2021-00144-LQ-0,Food Science and Meal Management,BSND-4,9/9/2024
20240909-001,2021-00144-LQ-0,Clinical Dietetics and Nutrition,BSND-4,9/9/2024
20240909-001,2021-00144-LQ-0,Nutrition Assessment Techniques,BSND-4,9/9/2024
20241020-001,2021-00037-LQ-1,Community Nutrition in the Philippines,BSND-4,20/10/2024
20241020-001,2021-00037-LQ-1,Medical Nutrition Therapy,BSND-4,20/10/2024
20241020-001,2021-00037-LQ-1,Nutrition Assessment Techniques,BSND-4,20/10/2024
20241020-001,2021-00037-LQ-1,Food Microbiology and Safety,BSND-4,20/10/2024
20241020-001,2021-00037-LQ-1,Philippine Dietary Guidelines,BSND-4,20/10/2024
20240224-001,2021-00129-LQ-1,Medical Nutrition Therapy,BSND-4,24/02/2024
20240224-001,2021-00129-LQ-1,Food Microbiology and Safety,BSND-4,24/02/2024
20240224-001,2021-00129-LQ-1,Philippine Dietary Guidelines,BSND-4,24/02/2024
20240629-001,2023-00453-LQ-0,Clinical Dietetics and Nutrition,BSND-2,29/06/2024
20240629-001,2023-00453-LQ-0,Human Biochemistry for Nutritionists,BSND-2,29/06/2024
20240629-001,2023-00453-LQ-0,Functional Foods and Health,BSND-2,29/06/2024
20240629-001,2023-00453-LQ-0,Food Science and Meal Management,BSND-2,29/06/2024
20240629-001,2023-00453-LQ-0,Community Nutrition in the Philippines,BSND-2,29/06/2024
20231123-002,2021-00435-LQ-0,Human Biochemistry for Nutritionists,BSND-4,23/11/2023
20231123-002,2021-00435-LQ-0,Philippine Dietary Guidelines,BSND-4,23/11/2023
20231123-002,2021-00435-LQ-0,Nutrition Assessment Techniques,BSND-4,23/11/2023
20230615-003,2024-00310-LQ-0,Philippine Dietary Guidelines,BSND-1,15/06/2023
20230615-003,2024-00310-LQ-0,Food Science and Meal Management,BSND-1,15/06/2023
20240202-001,2023-00371-LQ-0,Food Microbiology and Safety,BSND-2,2/2/2024
20240202-001,2023-00371-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-2,2/2/2024
20240202-001,2023-00371-LQ-0,Human Biochemistry for Nutritionists,BSND-2,2/2/2024
20240202-001,2023-00371-LQ-0,Medical Nutrition Therapy,BSND-2,2/2/2024
20250225-001,2024-00280-LQ-0,Functional Foods and Health,BSND-1,25/02/2025
20250225-001,2024-00280-LQ-0,Clinical Dietetics and Nutrition,BSND-1,25/02/2025
20240512-001,2023-00183-LQ-0,Nutrition Assessment Techniques,BSND-2,12/5/2024
20240512-001,2023-00183-LQ-0,Clinical Dietetics and Nutrition,BSND-2,12/5/2024
20240512-001,2023-00183-LQ-0,Food Science and Meal Management,BSND-2,12/5/2024
20230429-002,2024-00358-LQ-0,Food Science and Meal Management,BSND-1,29/04/2023
20230429-002,2024-00358-LQ-0,Human Biochemistry for Nutritionists,BSND-1,29/04/2023
20230429-002,2024-00358-LQ-0,Nutrition Assessment Techniques,BSND-1,29/04/2023
20230924-001,2023-00378-LQ-0,Food Science and Meal Management,BSND-2,24/09/2023
20230924-001,2023-00378-LQ-0,Food Microbiology and Safety,BSND-2,24/09/2023
20230924-001,2023-00378-LQ-0,Clinical Dietetics and Nutrition,BSND-2,24/09/2023
20240503-001,2022-00258-LQ-0,Functional Foods and Health,BSND-3,3/5/2024
20240503-001,2022-00258-LQ-0,Community Nutrition in the Philippines,BSND-3,3/5/2024
20240503-001,2022-00258-LQ-0,Food Microbiology and Safety,BSND-3,3/5/2024
20240503-001,2022-00258-LQ-0,Medical Nutrition Therapy,BSND-3,3/5/2024
20240503-001,2022-00258-LQ-0,Nutrition Assessment Techniques,BSND-3,3/5/2024
20240503-001,2022-00258-LQ-0,Food Science and Meal Management,BSND-3,3/5/2024
20231116-002,2023-00319-LQ-0,Food Microbiology and Safety,BSND-2,16/11/2023
20231116-002,2023-00319-LQ-0,Human Biochemistry for Nutritionists,BSND-2,16/11/2023
20231116-002,2023-00319-LQ-0,Clinical Dietetics and Nutrition,BSND-2,16/11/2023
20231116-002,2023-00319-LQ-0,Functional Foods and Health,BSND-2,16/11/2023
20230102-001,2024-00107-LQ-0,Human Biochemistry for Nutritionists,BSND-1,2/1/2023
20230102-001,2024-00107-LQ-0,Philippine Dietary Guidelines,BSND-1,2/1/2023
20240511-001,2024-00137-LQ-0,Community Nutrition in the Philippines,BSND-1,11/5/2024
20240511-001,2024-00137-LQ-0,Nutrition Assessment Techniques,BSND-1,11/5/2024
20240511-001,2024-00137-LQ-0,Food Microbiology and Safety,BSND-1,11/5/2024
20240511-001,2024-00137-LQ-0,Food Science and Meal Management,BSND-1,11/5/2024
20240511-001,2024-00137-LQ-0,Philippine Dietary Guidelines,BSND-1,11/5/2024
20241010-001,2024-00392-LQ-1,Nutrition Assessment Techniques,BSND-1,10/10/2024
20241010-001,2024-00392-LQ-1,Food Microbiology and Safety,BSND-1,10/10/2024
20241010-001,2024-00392-LQ-1,Food Science and Meal Management,BSND-1,10/10/2024
20241010-001,2024-00392-LQ-1,Philippine Dietary Guidelines,BSND-1,10/10/2024
20241010-001,2024-00392-LQ-1,Nutrition and Diet Therapy for Filipinos,BSND-1,10/10/2024
20241010-001,2024-00392-LQ-1,Clinical Dietetics and Nutrition,BSND-1,10/10/2024
20240617-001,2021-00447-LQ-0,Community Nutrition in the Philippines,BSND-4,17/06/2024
20240617-001,2021-00447-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,17/06/2024
20240617-001,2021-00447-LQ-0,Food Science and Meal Management,BSND-4,17/06/2024
20231107-001,2023-00386-LQ-0,Nutrition Assessment Techniques,BSND-2,7/11/2023
20231107-001,2023-00386-LQ-0,Philippine Dietary Guidelines,BSND-2,7/11/2023
20231107-001,2023-00386-LQ-0,Food Science and Meal Management,BSND-2,7/11/2023
20231107-001,2023-00386-LQ-0,Food Microbiology and Safety,BSND-2,7/11/2023
20231107-001,2023-00386-LQ-0,Community Nutrition in the Philippines,BSND-2,7/11/2023
20231126-001,2023-00299-LQ-1,Food Microbiology and Safety,BSND-2,26/11/2023
20231126-001,2023-00299-LQ-1,Medical Nutrition Therapy,BSND-2,26/11/2023
20231126-001,2023-00299-LQ-1,Nutrition Assessment Techniques,BSND-2,26/11/2023
20231126-001,2023-00299-LQ-1,Functional Foods and Health,BSND-2,26/11/2023
20230307-002,2022-00478-LQ-0,Medical Nutrition Therapy,BSND-3,7/3/2023
20230307-002,2022-00478-LQ-0,Philippine Dietary Guidelines,BSND-3,7/3/2023
20230307-002,2022-00478-LQ-0,Clinical Dietetics and Nutrition,BSND-3,7/3/2023
20230307-002,2022-00478-LQ-0,Nutrition Assessment Techniques,BSND-3,7/3/2023
20230307-002,2022-00478-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-3,7/3/2023
20230307-002,2022-00478-LQ-0,Community Nutrition in the Philippines,BSND-3,7/3/2023
20250121-001,2022-00338-LQ-0,Medical Nutrition Therapy,BSND-3,21/01/2025
20250121-001,2022-00338-LQ-0,Food Science and Meal Management,BSND-3,21/01/2025
20250121-001,2022-00338-LQ-0,Human Biochemistry for Nutritionists,BSND-3,21/01/2025
20250121-001,2022-00338-LQ-0,Clinical Dietetics and Nutrition,BSND-3,21/01/2025
20250121-001,2022-00338-LQ-0,Functional Foods and Health,BSND-3,21/01/2025
20250121-001,2022-00338-LQ-0,Community Nutrition in the Philippines,BSND-3,21/01/2025
20230514-001,2022-00267-LQ-0,Human Biochemistry for Nutritionists,BSND-3,14/05/2023
20230514-001,2022-00267-LQ-0,Functional Foods and Health,BSND-3,14/05/2023
20230514-001,2022-00267-LQ-0,Nutrition Assessment Techniques,BSND-3,14/05/2023
20230514-001,2022-00267-LQ-0,Food Science and Meal Management,BSND-3,14/05/2023
20230514-001,2022-00267-LQ-0,Philippine Dietary Guidelines,BSND-3,14/05/2023
20230514-001,2022-00267-LQ-0,Food Microbiology and Safety,BSND-3,14/05/2023
20231214-001,2024-00263-LQ-0,Philippine Dietary Guidelines,BSND-1,14/12/2023
20231214-001,2024-00263-LQ-0,Nutrition Assessment Techniques,BSND-1,14/12/2023
20231214-001,2024-00263-LQ-0,Clinical Dietetics and Nutrition,BSND-1,14/12/2023
20231214-001,2024-00263-LQ-0,Functional Foods and Health,BSND-1,14/12/2023
20231214-001,2024-00263-LQ-0,Food Science and Meal Management,BSND-1,14/12/2023
20230622-001,2023-00226-LQ-0,Human Biochemistry for Nutritionists,BSND-2,22/06/2023
20230622-001,2023-00226-LQ-0,Food Science and Meal Management,BSND-2,22/06/2023
20230622-001,2023-00226-LQ-0,Clinical Dietetics and Nutrition,BSND-2,22/06/2023
20230622-001,2023-00226-LQ-0,Functional Foods and Health,BSND-2,22/06/2023
20230622-001,2023-00226-LQ-0,Nutrition Assessment Techniques,BSND-2,22/06/2023
20231214-002,2022-00456-LQ-0,Community Nutrition in the Philippines,BSND-3,14/12/2023
20231214-002,2022-00456-LQ-0,Philippine Dietary Guidelines,BSND-3,14/12/2023
20231214-002,2022-00456-LQ-0,Human Biochemistry for Nutritionists,BSND-3,14/12/2023
20231214-002,2022-00456-LQ-0,Food Science and Meal Management,BSND-3,14/12/2023
20230515-001,2024-00122-LQ-1,Philippine Dietary Guidelines,BSND-1,15/05/2023
20230515-001,2024-00122-LQ-1,Human Biochemistry for Nutritionists,BSND-1,15/05/2023
20230515-001,2024-00122-LQ-1,Food Microbiology and Safety,BSND-1,15/05/2023
20240528-001,2022-00208-LQ-1,Philippine Dietary Guidelines,BSND-3,28/05/2024
20240528-001,2022-00208-LQ-1,Nutrition and Diet Therapy for Filipinos,BSND-3,28/05/2024
20240528-001,2022-00208-LQ-1,Functional Foods and Health,BSND-3,28/05/2024
20240528-001,2022-00208-LQ-1,Human Biochemistry for Nutritionists,BSND-3,28/05/2024
20240528-001,2022-00208-LQ-1,Medical Nutrition Therapy,BSND-3,28/05/2024
20240528-001,2022-00208-LQ-1,Food Science and Meal Management,BSND-3,28/05/2024
20230102-002,2024-00493-LQ-0,Community Nutrition in the Philippines,BSND-1,2/1/2023
20230102-002,2024-00493-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,2/1/2023
20230102-002,2024-00493-LQ-0,Philippine Dietary Guidelines,BSND-1,2/1/2023
20230102-002,2024-00493-LQ-0,Nutrition Assessment Techniques,BSND-1,2/1/2023
20230102-002,2024-00493-LQ-0,Food Microbiology and Safety,BSND-1,2/1/2023
20250316-002,2024-00170-LQ-0,Food Microbiology and Safety,BSND-1,16/03/2025
20250316-002,2024-00170-LQ-0,Human Biochemistry for Nutritionists,BSND-1,16/03/2025
20250316-002,2024-00170-LQ-0,Clinical Dietetics and Nutrition,BSND-1,16/03/2025
20250316-002,2024-00170-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,16/03/2025
20250130-001,2024-00097-LQ-1,Functional Foods and Health,BSND-1,30/01/2025
20250130-001,2024-00097-LQ-1,Medical Nutrition Therapy,BSND-1,30/01/2025
20230215-001,2021-00155-LQ-0,Food Science and Meal Management,BSND-4,15/02/2023
20230215-001,2021-00155-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,15/02/2023
20230825-001,2021-00259-LQ-0,Food Science and Meal Management,BSND-4,25/08/2023
20230825-001,2021-00259-LQ-0,Nutrition Assessment Techniques,BSND-4,25/08/2023
20230825-001,2021-00259-LQ-0,Clinical Dietetics and Nutrition,BSND-4,25/08/2023
20230825-001,2021-00259-LQ-0,Medical Nutrition Therapy,BSND-4,25/08/2023
20230825-001,2021-00259-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,25/08/2023
20230825-001,2021-00259-LQ-0,Functional Foods and Health,BSND-4,25/08/2023
20230716-002,2022-00194-LQ-0,Community Nutrition in the Philippines,BSND-3,16/07/2023
20230716-002,2022-00194-LQ-0,Clinical Dietetics and Nutrition,BSND-3,16/07/2023
20230716-002,2022-00194-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-3,16/07/2023
20230716-002,2022-00194-LQ-0,Functional Foods and Health,BSND-3,16/07/2023
20230716-002,2022-00194-LQ-0,Food Science and Meal Management,BSND-3,16/07/2023
20230716-002,2022-00194-LQ-0,Medical Nutrition Therapy,BSND-3,16/07/2023
20241005-001,2022-00106-LQ-1,Community Nutrition in the Philippines,BSND-3,5/10/2024
20241005-001,2022-00106-LQ-1,Human Biochemistry for Nutritionists,BSND-3,5/10/2024
20241005-001,2022-00106-LQ-1,Food Science and Meal Management,BSND-3,5/10/2024
20241005-001,2022-00106-LQ-1,Nutrition Assessment Techniques,BSND-3,5/10/2024
20241005-001,2022-00106-LQ-1,Food Microbiology and Safety,BSND-3,5/10/2024
20241219-001,2024-00232-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-1,19/12/2024
20241219-001,2024-00232-LQ-0,Clinical Dietetics and Nutrition,BSND-1,19/12/2024
20241219-001,2024-00232-LQ-0,Medical Nutrition Therapy,BSND-1,19/12/2024
20241219-001,2024-00232-LQ-0,Nutrition Assessment Techniques,BSND-1,19/12/2024
20230416-001,2024-00269-LQ-0,Medical Nutrition Therapy,BSND-1,16/04/2023
20230416-001,2024-00269-LQ-0,Community Nutrition in the Philippines,BSND-1,16/04/2023
20230416-001,2024-00269-LQ-0,Functional Foods and Health,BSND-1,16/04/2023
20230416-001,2024-00269-LQ-0,Food Science and Meal Management,BSND-1,16/04/2023
20230503-001,2023-00347-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-2,3/5/2023
20230503-001,2023-00347-LQ-0,Functional Foods and Health,BSND-2,3/5/2023
20230503-001,2023-00347-LQ-0,Clinical Dietetics and Nutrition,BSND-2,3/5/2023
20230503-001,2023-00347-LQ-0,Food Microbiology and Safety,BSND-2,3/5/2023
20250325-001,2021-00493-LQ-0,Community Nutrition in the Philippines,BSND-4,25/03/2025
20250325-001,2021-00493-LQ-0,Functional Foods and Health,BSND-4,25/03/2025
20250325-001,2021-00493-LQ-0,Philippine Dietary Guidelines,BSND-4,25/03/2025
20250325-001,2021-00493-LQ-0,Clinical Dietetics and Nutrition,BSND-4,25/03/2025
20231117-001,2021-00125-LQ-0,Nutrition and Diet Therapy for Filipinos,BSND-4,17/11/2023
20231117-001,2021-00125-LQ-0,Functional Foods and Health,BSND-4,17/11/2023
20231117-001,2021-00125-LQ-0,Philippine Dietary Guidelines,BSND-4,17/11/2023
20231117-001,2021-00125-LQ-0,Human Biochemistry for Nutritionists,BSND-4,17/11/2023
20231117-001,2021-00125-LQ-0,Food Microbiology and Safety,BSND-4,17/11/2023
20231117-001,2021-00125-LQ-0,Community Nutrition in the Philippines,BSND-4,17/11/2023
20240526-002,2023-00178-LQ-1,Community Nutrition in the Philippines,BSND-2,26/05/2024
20240526-002,2023-00178-LQ-1,Nutrition Assessment Techniques,BSND-2,26/05/2024
20240526-002,2023-00178-LQ-1,Functional Foods and Health,BSND-2,26/05/2024
20240526-002,2023-00178-LQ-1,Nutrition and Diet Therapy for Filipinos,BSND-2,26/05/2024
20240526-002,2023-00178-LQ-1,Food Microbiology and Safety,BSND-2,26/05/2024
20240624-001,2023-00200-LQ-0,Food Science and Meal Management,BSND-2,24/06/2024
20240624-001,2023-00200-LQ-0,Human Biochemistry for Nutritionists,BSND-2,24/06/2024
20240624-001,2023-00200-LQ-0,Clinical Dietetics and Nutrition,BSND-2,24/06/2024
20240624-001,2023-00200-LQ-0,Philippine Dietary Guidelines,BSND-2,24/06/2024
20240624-001,2023-00200-LQ-0,Nutrition Assessment Techniques,BSND-2,24/06/2024
20231125-001,2022-00114-LQ-0,Food Science and Meal Management,BSND-3,25/11/2023
20231125-001,2022-00114-LQ-0,Medical Nutrition Therapy,BSND-3,25/11/2023
20231125-001,2022-00114-LQ-0,Clinical Dietetics and Nutrition,BSND-3,25/11/2023
20231209-001,2022-00360-LQ-0,Nutrition Assessment Techniques,BSND-3,9/12/2023
20231209-001,2022-00360-LQ-0,Human Biochemistry for Nutritionists,BSND-3,9/12/2023
20240314-001,2022-00297-LQ-0,Philippine Dietary Guidelines,BSND-3,14/03/2024
